OrderID,OrderDate,OrderTime,City,CustomerSegment,CuisineType,RestaurantID,RestaurantRating,OrderValue,DeliveryFee,DeliveryTime,DeliveryDistance,CustomerRating,DeliveryPartnerRating,CashPayment,CardPayment,WalletPayment,UPIPayment,DiscountAmount,PromoDiscount,TipAmount,TimePeriod,WeatherCondition,DayOfWeek
5151,2024-09-25,14:28,East Zone,Regular Customer,Mexican,131,4.7,43.27,5.61,28,4.91,3.8,3.6,43.27,0,0,0,1.61,0,,Afternoon,Rainy,Wednesday
5152,2024-09-17,9:43,East Zone,Regular Customer,Indian,108,3.2,34.46,6.83,36,8.48,3.6,4.7,0,0,0,34.46,1.15,0,0,Morning,Stormy,Tuesday
5153,2024-09-13,19:43,North Zone,VIP Customer,Mexican,120,3.2,35.88,9.33,31,9.87,4.4,3.6,35.88,0,0,0,4.97,0,2.24,Evening,Clear,Friday
5154,2024-09-13,21:11,East Zone,New Customer,Indian,171,4,31.85,2.74,12,1,4.9,4.2,0,0,31.85,0,0.42,0,2.75,Night,Stormy,Friday
5155,2024-09-26,15:40,North Zone,Regular Customer,Thai,223,4.2,46.94,7.86,28,7.78,3.5,4.7,0,0,0,46.94,1.98,2.21,0,Afternoon,Cloudy,Thursday
5156,2024-09-12,15:10,North Zone,New Customer,Fast Food,169,3.4,23.54,7.86,81,14.75,3.4,4.7,23.54,0,0,0,2.46,0.07,0,Afternoon,Rainy,Thursday
5157,2024-09-23,19:36,South Zone,VIP Customer,Fast Food,227,4,51.97,1.97,18,1.81,,4.4,0,0,51.97,0,6.29,0,0,Evening,Rainy,Monday
5158,2024-09-26,18:03,North Zone,New Customer,Indian,129,3.6,18.09,7.88,40,14.16,NA,4.6,0,0,18.09,0,1.19,0.88,0,Evening,Clear,Thursday
5159,2024-09-23,19:14,South Zone,Regular Customer,Mexican,176,3.1,40.51,9.82,65,14.26,3.4,4.9,0,40.51,0,0,5.88,0,0,Evening,Rainy,Monday
5160,2024-09-19,11:59,West Zone,New Customer,Thai,120,4.3,34.52,3.27,21,2.93,INVALID,4.2,0,34.52,0,0,1.37,0,0,Morning,Cloudy,Thursday
5161,2024-09-09,11:46,North Zone,New Customer,Japanese,213,4.7,31.88,7.83,36,7.65,4.3,4.4,0,0,0,31.88,3.63,0,3.3,Morning,Rainy,Monday
5162,2024-09-02,17:01,East Zone,Regular Customer,Chinese,119,3.7,46.08,1.65,20,2.83,5,4.8,0,0,46.08,0,4.87,0,2.63,Evening,Rainy,Monday
5163,2024-09-14,13:03,North Zone,Regular Customer,Fast Food,149,4.7,38.12,3.79,99999,4.81,,4,0,0,0,38.12,2.45,0,0,Afternoon,Cloudy,Saturday
5164,2024-09-22,23:12,North Zone,New Customer,Fast Food,144,3.5,20.79,3.07,21,2.17,4.6,4.1,0,0,20.79,0,1.16,0,0,Night,Clear,Sunday
5165,2024-09-02,16:28,West Zone,Regular Customer,Fast Food,169,3.8,41.33,6.8,48,10.18,3.6,3.8,41.33,0,0,0,0.38,0,0,Afternoon,Rainy,Monday
5166,2024-09-17,21:34,West Zone,VIP Customer,Fast Food,222,4.6,46.71,6.62,53,12.88,,4.4,0,0,46.71,0,0.84,0.81,0,Night,Clear,Tuesday
5167,2024-09-06,14:51,South Zone,New Customer,Italian,209,,13.45,7.02,73,12.43,3.9,3.6,13.45,0,0,0,0.78,0,0,Afternoon,Stormy,Friday
5168,2024-09-11,16:33,West Zone,New Customer,Japanese,129,4.1,12,9.15,51,9.03,2.7,3.9,0,0,0,12,0.96,0,0,Afternoon,Rainy,Wednesday
5169,2024-09-14,16:24,West Zone,VIP Customer,American,110,4.8,47.16,8.88,37,9.46,3.8,3.9,0,47.16,0,0,5.28,4.23,0,Afternoon,Cloudy,Saturday
5170,2024-09-01,18:52,East Zone,Regular Customer,Mexican,226,4.5,19.7,8.05,78,14.63,3.4,3.6,19.7,0,0,0,1.31,0.8,0,Evening,Rainy,Sunday
5171,2024-09-16,19:52,North Zone,VIP Customer,Indian,117,4.8,32.46,9.58,50,12.84,2.8,3.6,0,0,32.46,0,0.16,0,0,Evening,Stormy,Monday
5172,2024-09-12,14:17,East Zone,Regular Customer,Japanese,132,4.1,28.04,7.12,58,9.11,INVALID,4.8,28.04,0,0,0,1.09,0.25,0,Afternoon,Rainy,Thursday
5173,2024-09-01,20:03,South Zone,VIP Customer,Fast Food,157,,39.8,3.56,44,6.44,3.9,4.5,0,39.8,0,0,3.59,0,3.51,Evening,Rainy,Sunday
5174,2024-09-26,17:45,East Zone,Regular Customer,Japanese,190,3.2,22.64,5.06,29,4.88,NA,4.5,0,0,0,22.64,2.86,0,2.63,Evening,Cloudy,Thursday
5175,2024-09-10,11:30,North Zone,Regular Customer,Mexican,184,4.5,37.96,8.78,,14.31,3.8,4.7,0,0,37.96,0,4.57,2.51,0,Morning,Cloudy,Tuesday
5176,2024-09-22,12:46,North Zone,VIP Customer,American,176,3.7,47.25,8.54,79,11.18,3.6,4.5,0,0,47.25,0,4.52,0,7.64,Afternoon,Stormy,Sunday
5177,2024-09-12,17:54,South Zone,VIP Customer,Indian,176,4.9,32.04,5.93,30,4.25,,4.5,32.04,0,0,0,1.07,0,7.23,Evening,Stormy,Thursday
5178,2024-09-14,18:23,East Zone,VIP Customer,Mexican,219,4.8,27.95,8.53,62,9.7,3.3,4.8,27.95,0,0,0,1.6,0,2.32,Evening,Stormy,Saturday
5179,2024-09-28,12:08,South Zone,Regular Customer,Japanese,246,5,26.07,9.23,57,10.88,,3.6,0,0,0,26.07,1.77,0,0,Afternoon,Rainy,Saturday
5180,2024-09-25,13:36,South Zone,Regular Customer,Chinese,134,4.5,29.12,7.84,56,14.5,3.9,4.8,0,0,0,29.12,3.31,0,,Afternoon,Stormy,Wednesday
5181,2024-09-01,8:40,South Zone,New Customer,Thai,180,4.9,18.36,7.08,41,9.04,3.2,4.3,0,18.36,0,0,1.44,0,0,Morning,Clear,Sunday
5182,2024-09-22,12:21,West Zone,Regular Customer,Fast Food,143,4,22.99,6.96,52,11.04,2.7,4.6,0,0,0,22.99,2.73,0,0,Afternoon,Clear,Sunday
5183,2024-09-21,16:49,North Zone,VIP Customer,Italian,128,4.4,62.94,4.64,32,6.54,3.7,4.5,62.94,0,0,0,0.09,0,2.61,Afternoon,Clear,Saturday
5184,2024-09-17,16:39,South Zone,Regular Customer,Chinese,231,,18.99,1.9,13,2.04,5,4,18.99,0,0,0,1.17,0,3.69,Afternoon,Cloudy,Tuesday
5185,2024-09-23,23:21,South Zone,New Customer,Italian,123,4.8,12.03,2.52,15,1.81,4.6,4.2,12.03,0,0,0,1.76,0,0,Night,Stormy,Monday
5186,2024-09-27,13:55,North Zone,Regular Customer,Thai,181,4.3,18.32,6.66,57,11.49,3,4.8,0,0,0,18.32,2.62,0,0,Afternoon,Clear,Friday
5187,2024-09-24,10:23,East Zone,New Customer,Chinese,203,4.8,15.34,6.05,50,6.09,2.8,3.7,0,0,0,15.34,1.67,1.3,0,Morning,Stormy,Tuesday
5188,2024-09-04,21:58,West Zone,VIP Customer,American,147,4,58.62,9.58,51,13.01,3.2,4.8,0,0,0,58.62,3.87,0,5.93,Night,Cloudy,Wednesday
5189,2024-09-01,15:42,East Zone,VIP Customer,Chinese,211,4.8,44.02,7.85,73,10.31,3.4,3.5,0,44.02,0,0,6.17,0,0,Afternoon,Stormy,Sunday
5190,2024-09-16,23:55,South Zone,New Customer,American,183,4.6,34.19,1.95,15,1.23,4.1,4.2,0,34.19,0,0,2.94,0,1.61,Night,Cloudy,Monday
5191,2024-09-16,8:06,West Zone,Regular Customer,Italian,243,3.4,42.71,8.73,67,14.47,3.5,4.9,42.71,0,0,0,2.33,0,0,Morning,Clear,Monday
5192,2024-09-08,22:21,West Zone,VIP Customer,Thai,216,4.1,66.76,4.52,22,3.72,4.4,3.7,66.76,0,0,0,8.98,0,3.1,Night,Clear,Sunday
5193,2024-09-14,11:16,South Zone,New Customer,Chinese,201,4.9,30.26,4.51,23,3.26,4.8,4.4,0,30.26,0,0,3.5,0,3.85,Morning,Stormy,Saturday
5194,2024-09-05,23:00,North Zone,VIP Customer,Japanese,250,4.2,3.15,5.95,23,3.02,4.9,4.3,0,0,0,63.05,3.64,5.77,1.46,Night,Rainy,Thursday
5195,2024-09-11,17:28,South Zone,New Customer,Japanese,232,4.4,27.22,8.71,47,14.06,3.5,4.9,0,0,27.22,0,0.54,2.65,0,Evening,Cloudy,Wednesday
5196,2024-09-06,18:45,North Zone,Regular Customer,American,250,3.3,45.71,3.54,25,6.62,4.2,3.8,0,0,0,45.71,5.14,0,0,Evening,Cloudy,Friday
5197,2024-09-09,12:53,North Zone,VIP Customer,Mexican,153,4.5,69.77,3.24,14,1.99,4.6,3.9,69.77,0,0,0,8.21,2.01,,Afternoon,Cloudy,Monday
5198,2024-09-13,21:50,East Zone,VIP Customer,Italian,104,4.4,59.13,9.55,71,11.82,3.5,4.6,0,0,59.13,0,4.85,4.59,7.79,Night,Rainy,Friday
5199,2024-09-10,22:11,North Zone,New Customer,Indian,232,3,9.1,4.29,,4.55,4,4.9,9.1,0,0,0,0.05,0.54,2.69,Night,Stormy,Tuesday
5200,2024-09-27,17:31,East Zone,New Customer,Thai,235,3.2,22.06,7.06,58,11.9,2.8,3.8,0,22.06,0,0,1.1,0,0,Evening,Rainy,Friday
5201,2024-09-07,23:35,North Zone,New Customer,Thai,215,3.8,33.89,7.62,57,10.4,,3.9,0,33.89,0,0,4.63,1.27,0,Night,Rainy,Saturday
5202,2024-09-26,22:31,North Zone,Regular Customer,Fast Food,183,3.4,20.86,8.38,34,14.37,4.1,3.8,20.86,0,0,0,2.14,0.43,3.58,Night,Clear,Thursday
5203,2024-09-24,21:41,North Zone,VIP Customer,Indian,107,4.1,27.08,1.86,9,1.56,4.2,3.9,0,0,0,27.08,1.58,1.17,0,Night,Cloudy,Tuesday
5204,2024-09-22,11:34,North Zone,VIP Customer,Chinese,250,3.2,44.67,7.51,40,7.79,3.6,4.2,44.67,0,0,0,2.65,2.12,0,Morning,Clear,Sunday
5205,2024-09-18,15:08,West Zone,VIP Customer,Mexican,137,3,77.66,3.25,6,0.66,NA,4.3,0,0,77.66,0,11.03,0,3.66,Afternoon,Cloudy,Wednesday
5206,2024-09-12,14:26,South Zone,New Customer,Indian,157,3.9,11.09,8.49,41,10.23,3.3,3.9,0,0,11.09,0,0.11,0,,Afternoon,Rainy,Thursday
5207,2024-09-24,23:21,East Zone,New Customer,Fast Food,126,,32.3,4.85,25,5.11,,4.4,0,0,32.3,0,3.91,0.54,0,Night,Clear,Tuesday
5208,2024-09-11,15:50,South Zone,VIP Customer,Japanese,171,4,62.38,4.94,28,5.31,3.6,4.5,0,0,62.38,0,0.77,0,6.96,Afternoon,Rainy,Wednesday
5209,2024-09-29,14:16,North Zone,VIP Customer,Chinese,105,3.9,67.31,3.61,27,3.59,4.3,4,67.31,0,0,0,2.25,4.94,0,Afternoon,Stormy,Sunday
5210,2024-09-15,10:25,East Zone,VIP Customer,Italian,162,4.5,49.54,6.35,,3.1,,4,0,49.54,0,0,1.63,0,0,Morning,Rainy,Sunday
5211,2024-09-12,15:02,South Zone,VIP Customer,Thai,200,4.3,73.49,2.8,,1.08,4.3,4.6,0,0,0,73.49,6.38,0,4.26,Afternoon,Stormy,Thursday
5212,2024-09-13,19:37,North Zone,VIP Customer,Mexican,197,3,44.41,8.2,76,13.08,,4.2,0,44.41,0,0,1.53,0,,Evening,Stormy,Friday
5213,2024-09-09,14:09,South Zone,New Customer,Thai,131,4.2,29.9,8.19,59,10.94,3.5,4.1,0,29.9,0,0,1.09,0,0,Afternoon,Stormy,Monday
5214,2024-09-19,13:08,North Zone,VIP Customer,Indian,115,,75.73,7.92,46,7.99,3.6,4.5,0,75.73,0,0,3.22,0,4.7,Afternoon,Cloudy,Thursday
5215,2024-09-16,23:10,South Zone,Regular Customer,Indian,250,3.5,20.87,9.73,39,10.44,3.9,3.7,0,20.87,0,0,0.63,1.05,0,Night,Cloudy,Monday
5216,2024-09-14,12:38,North Zone,New Customer,American,110,4.3,21.02,2.71,23,2.39,4.5,4.1,21.02,0,0,0,0.14,0,0,Afternoon,Clear,Saturday
5217,2024-09-26,23:50,West Zone,Regular Customer,Chinese,209,3.8,31.7,6.08,22,3.87,4.2,4.6,0,31.7,0,0,3.75,0,0,Night,Cloudy,Thursday
5218,2024-09-01,20:41,South Zone,VIP Customer,Thai,205,4.1,33.51,7.39,47,9.95,3.4,5,0,0,33.51,0,2,0,5.31,Evening,Clear,Sunday
5219,2024-09-18,23:11,East Zone,VIP Customer,American,165,4.5,67.58,3.91,29,6.27,3.9,4.5,0,0,67.58,0,1.64,0,4.4,Night,Cloudy,Wednesday
5220,2024-09-11,9:10,West Zone,VIP Customer,Italian,124,4.2,75.92,3.69,32,6.81,4.2,4.9,0,75.92,0,0,4.56,2.17,7.78,Morning,Stormy,Wednesday
5221,2024-09-02,13:40,West Zone,Regular Customer,Italian,152,4.3,16.18,8.31,36,9.19,3.9,4.5,0,0,16.18,0,2.37,0,0,Afternoon,Rainy,Monday
5222,2024-09-09,20:22,West Zone,Regular Customer,Fast Food,233,3.7,47.17,9.04,,8.47,3.9,3.9,47.17,0,0,0,4.29,0,0,Evening,Clear,Monday
5223,2024-09-30,20:36,North Zone,Regular Customer,Indian,205,4.8,32.61,3.85,25,5.43,4.3,4.4,32.61,0,0,0,3.4,1.84,3.15,Evening,Clear,Monday
5224,2024-09-25,22:43,West Zone,VIP Customer,Italian,224,4.6,28.72,9.98,40,9.69,3.1,4,28.72,0,0,0,2.31,0.76,,Night,Cloudy,Wednesday
5225,2024-09-10,10:25,East Zone,New Customer,Indian,222,4,13.9,7.14,38,8.82,3.7,4.6,0,0,13.9,0,1.82,0,0,Morning,Cloudy,Tuesday
5226,2024-09-07,15:53,East Zone,New Customer,Chinese,131,3.7,24.57,8.4,50,11.58,3,4.8,24.57,0,0,0,3.25,0,0,Afternoon,Stormy,Saturday
5227,2024-09-09,23:11,East Zone,Regular Customer,Fast Food,248,3.8,33.4,6.32,23,6.64,4.7,3.8,0,33.4,0,0,4.89,1.54,0.54,Night,Clear,Monday
5228,2024-09-07,20:37,North Zone,Regular Customer,Thai,167,3.8,23.3,8.65,32,7.33,3.9,4.6,0,23.3,0,0,1.28,0,0,Evening,Cloudy,Saturday
5229,2024-09-15,13:36,South Zone,VIP Customer,Fast Food,126,3.9,55.54,7.19,67,12.92,2.5,4.1,0,0,55.54,0,1.12,3.5,0,Afternoon,Rainy,Sunday
5230,2024-09-18,18:50,West Zone,Regular Customer,Mexican,244,3.2,18.46,1.93,26,2.87,4.2,3.9,18.46,0,0,0,1,0,1.7,Evening,Stormy,Wednesday
5231,2024-09-14,11:22,South Zone,VIP Customer,Indian,173,4.2,62.03,9.08,39,7.57,4,4.9,0,0,62.03,0,8.08,5.76,4.53,Morning,Cloudy,Saturday
5232,2024-09-20,20:54,North Zone,New Customer,Indian,188,4.8,16.56,4.3,24,4.72,4.8,4.9,0,16.56,0,0,1.86,0,1.09,Evening,Cloudy,Friday
5233,2024-09-28,8:08,South Zone,VIP Customer,Mexican,121,3.1,46.84,3.37,12,1.89,4.4,4.6,0,46.84,0,0,0.58,0,2.93,Morning,Rainy,Saturday
5234,2024-09-21,20:19,South Zone,New Customer,Mexican,214,,22.22,1.57,20,2.97,4.5,4.8,0,22.22,0,0,3.12,0,0,Evening,Rainy,Saturday
5235,2024-09-23,13:37,West Zone,VIP Customer,Japanese,235,3.5,51.49,3.77,20,3.79,4.3,3.5,0,0,51.49,0,6.3,1.77,0.53,Afternoon,Cloudy,Monday
5236,2024-09-30,23:48,West Zone,Regular Customer,Italian,211,3.8,42.89,7.16,,8.45,2.7,4.6,0,0,42.89,0,2.51,0,0,Night,Rainy,Monday
5237,2024-09-09,10:27,South Zone,VIP Customer,Mexican,173,4.2,35.34,1.77,17,1.49,4.3,4.4,0,0,35.34,0,1,0,0,Morning,Stormy,Monday
5238,2024-09-18,8:11,North Zone,Regular Customer,Mexican,133,4.6,23.15,2.49,16,2.68,4.5,4.1,0,0,0,23.15,2.42,0,0,Morning,Clear,Wednesday
5239,2024-09-25,12:03,East Zone,Regular Customer,Chinese,240,4.9,21.73,9.36,66,12.7,3.6,4.1,0,0,0,21.73,3.18,0,0,Afternoon,Rainy,Wednesday
5240,2024-09-02,14:29,North Zone,VIP Customer,Fast Food,222,4,76.49,2.96,22,2.8,4.3,4.5,0,0,0,76.49,2.28,6.61,3.31,Afternoon,Cloudy,Monday
5241,2024-09-04,15:40,West Zone,Regular Customer,Italian,143,4.4,28.85,6.41,24,4.02,4.2,4.7,0,0,28.85,0,1.08,0,1.68,Afternoon,Clear,Wednesday
5242,2024-09-25,9:03,East Zone,VIP Customer,Indian,238,4.6,51.83,5.18,31,5.09,3.9,3.8,51.83,0,0,0,5.36,0,0,Morning,Rainy,Wednesday
5243,2024-09-05,16:57,North Zone,Regular Customer,American,244,4.7,21.64,4.54,26,3.21,4.1,4.8,0,0,21.64,0,0.52,0,,Afternoon,Stormy,Thursday
5244,2024-09-18,19:29,North Zone,VIP Customer,Japanese,148,4.6,67.68,5.66,26,3.96,3.7,4.5,67.68,0,0,0,7.77,0,3.7,Evening,Cloudy,Wednesday
5245,2024-09-14,18:07,North Zone,VIP Customer,Chinese,112,4.3,73.04,4.96,23,3.43,4.4,4.2,0,73.04,0,0,6.84,0,0,Evening,Rainy,Saturday
5246,2024-09-08,10:00,South Zone,VIP Customer,American,121,4.6,44.85,9.62,46,11.28,2.9,3.6,0,0,0,44.85,0.47,0,0,Morning,Clear,Sunday
5247,2024-09-07,11:06,South Zone,VIP Customer,Japanese,149,4.5,56.35,8.45,63,14.24,3.4,4.5,0,56.35,0,0,5.94,0,2.62,Morning,Rainy,Saturday
5248,2024-09-26,13:35,West Zone,VIP Customer,Thai,141,4.5,74.64,9.99,42,8.48,3.1,4.6,0,0,0,74.64,6.81,0,3.28,Afternoon,Cloudy,Thursday
5249,2024-09-25,16:23,West Zone,Regular Customer,Japanese,101,5,35.85,9.98,29,8.01,3.7,4,35.85,0,0,0,4.15,2.95,0,Afternoon,Cloudy,Wednesday
5250,2024-09-30,12:06,North Zone,Regular Customer,Thai,140,4.1,27.85,7.32,38,8.94,4.1,3.8,0,27.85,0,0,0.32,0,2.21,Afternoon,Cloudy,Monday
5251,2024-09-29,11:38,East Zone,New Customer,Japanese,121,4.5,17.39,7.96,54,12.35,3.8,4.9,17.39,0,0,0,1.65,0.09,0,Morning,Cloudy,Sunday
5252,2024-09-17,9:20,South Zone,Regular Customer,Fast Food,140,3.6,48.99,8.51,50,11.42,3.1,3.7,48.99,0,0,0,0.61,0,0,Morning,Stormy,Tuesday
5253,2024-09-02,20:16,North Zone,Regular Customer,Japanese,134,5,34.58,8.78,42,7.57,3.3,3.9,0,34.58,0,0,1.38,0,,Evening,Stormy,Monday
5254,2024-09-22,10:07,West Zone,Regular Customer,Thai,190,4.2,27.06,9.19,33,10,4.5,4.2,0,27.06,0,0,0.59,0,,Morning,Cloudy,Sunday
5255,2024-09-12,12:48,North Zone,New Customer,Italian,163,,8.37,6.89,35,10.56,4.2,3.8,0,8.37,0,0,0.69,0.46,3.97,Afternoon,Cloudy,Thursday
5256,2024-09-23,8:24,North Zone,Regular Customer,Indian,116,3.1,42.62,6.69,45,9.46,3.5,4.5,0,0,42.62,0,5.84,0,0,Morning,Rainy,Monday
5257,2024-09-04,8:18,West Zone,New Customer,Japanese,231,4.1,21.09,6.81,33,9.16,4.2,3.6,21.09,0,0,0,2.92,0,3.11,Morning,Cloudy,Wednesday
5258,2024-09-01,19:43,East Zone,Regular Customer,Mexican,161,4.9,36.9,9.62,53,13.24,3.9,3.8,0,0,36.9,0,1.89,0,0,Evening,Clear,Sunday
5259,2024-09-05,10:46,West Zone,VIP Customer,Fast Food,207,3.4,48.46,5.32,25,5.03,3.6,4.3,0,48.46,0,0,5.82,1.5,0,Morning,Rainy,Thursday
5260,2024-09-23,12:27,South Zone,VIP Customer,Indian,182,4.8,35.13,7.01,36,12.67,3.9,4.1,35.13,0,0,0,2.33,3.14,0,Afternoon,Clear,Monday
5261,2024-09-30,16:09,South Zone,New Customer,Indian,148,3.7,24.35,8.59,28,9.38,4.2,4.2,24.35,0,0,0,1.83,1.73,0,Afternoon,Cloudy,Monday
5262,2024-09-28,20:31,West Zone,New Customer,Indian,150,4.5,19.03,9.74,,14.55,4,4.6,0,19.03,0,0,0.19,1.88,2.21,Evening,Clear,Saturday
5263,2024-09-11,22:56,South Zone,Regular Customer,Japanese,111,4.8,28.8,8.5,58,14.12,3.7,4.3,0,0,0,28.8,1.95,0.12,0,Night,Cloudy,Wednesday
5264,2024-09-08,20:47,North Zone,VIP Customer,Japanese,233,3.3,41.01,4.41,41,6.27,2.9,4.9,41.01,0,0,0,4.24,1.9,5.88,Evening,Rainy,Sunday
5265,2024-09-03,11:11,South Zone,Regular Customer,Japanese,183,,21.26,8.99,33,9.06,3.8,4.5,0,0,0,21.26,2.27,0,0,Morning,Clear,Tuesday
5266,2024-09-24,11:05,North Zone,VIP Customer,American,193,3.8,64.98,8.64,67,14.64,3.7,4.9,64.98,0,0,0,5.51,0.98,7.21,Morning,Stormy,Tuesday
5267,2024-09-06,9:26,East Zone,Regular Customer,American,174,3.9,46.45,6.51,55,14.43,3.8,4.3,0,46.45,0,0,0.04,1.1,0,Morning,Clear,Friday
5268,2024-09-19,23:29,West Zone,Regular Customer,Chinese,102,3.1,36.69,9.39,24,8.58,4.3,3.7,0,36.69,0,0,0.18,0,1.66,Night,Cloudy,Thursday
5269,2024-09-03,9:06,West Zone,New Customer,Indian,173,3.7,28.23,3.61,42,5.72,3.1,3.6,0,28.23,0,0,1.81,0,0,Morning,Stormy,Tuesday
5270,2024-09-10,23:08,North Zone,VIP Customer,Mexican,185,4.1,63.27,6.88,57,9.37,2.6,4.6,0,0,0,63.27,5.74,4.47,4.56,Night,Rainy,Tuesday
5271,2024-09-28,18:16,East Zone,New Customer,American,234,3,29.82,7.31,62,13.31,2.5,4.4,0,0,0,29.82,0.53,2.38,0,Evening,Stormy,Saturday
5272,2024-09-14,21:02,East Zone,Regular Customer,Fast Food,103,3.2,23.9,2.1,9,1.48,4.3,4.1,0,23.9,0,0,2.04,1.99,0,Night,Cloudy,Saturday
5273,2024-09-27,18:59,West Zone,Regular Customer,Italian,135,4.9,36.95,8.38,57,13.43,2.6,4.3,0,0,0,36.95,3.13,2.05,0,Evening,Rainy,Friday
5274,2024-09-01,14:36,East Zone,Regular Customer,Chinese,139,3.8,26.87,5.1,27,5.94,4.1,4.8,0,0,26.87,0,3.03,0.85,0,Afternoon,Clear,Sunday
5275,2024-09-14,10:31,South Zone,Regular Customer,American,178,3.9,21.13,3.61,20,5.93,4,4.2,0,21.13,0,0,1.58,0,3.06,Morning,Cloudy,Saturday
5276,2024-09-17,17:49,East Zone,New Customer,Chinese,233,3.6,27.56,9,33,7.16,3.5,4.8,0,27.56,0,0,3.6,0,0,Evening,Rainy,Tuesday
5277,2024-09-29,9:06,East Zone,New Customer,Mexican,154,3.5,13.2,4.46,22,4.51,4.2,3.7,0,0,13.2,0,1.9,0,0,Morning,Rainy,Sunday
5278,2024-09-18,19:35,East Zone,Regular Customer,Indian,173,3.1,17.49,7.69,,9.39,3.9,3.6,0,17.49,0,0,1.01,0,0,Evening,Rainy,Wednesday
5279,2024-09-13,13:45,West Zone,VIP Customer,Thai,180,4.1,64.21,8.37,64,10.23,2.6,4.7,0,0,64.21,0,6.73,0,3.86,Afternoon,Rainy,Friday
5280,2024-09-21,22:30,South Zone,New Customer,Indian,167,3.9,12.95,7.66,92,13.8,2.5,4.2,0,0,12.95,0,0.68,0,0,Night,Stormy,Saturday
5281,2024-09-06,17:49,East Zone,VIP Customer,Indian,231,4.1,69.97,7.64,,12.05,3.1,4.1,69.97,0,0,0,6.52,0,0,Evening,Stormy,Friday
5282,2024-09-16,20:04,East Zone,New Customer,Japanese,212,3.2,12.67,9.09,57,10.21,3.4,4,0,0,12.67,0,0.19,0,0,Evening,Rainy,Monday
5283,2024-09-10,20:04,North Zone,VIP Customer,Japanese,184,4.6,29.98,9.61,62,12.35,3.6,4.5,0,0,0,29.98,2.04,0,5.69,Evening,Clear,Tuesday
5284,2024-09-15,14:13,East Zone,Regular Customer,Mexican,212,3.1,35.4,8.29,43,9.37,3.9,5,0,0,35.4,0,0,0,0,Afternoon,Clear,Sunday
5285,2024-09-12,11:55,East Zone,New Customer,Fast Food,211,3.9,27.22,4.81,22,6.39,4.2,4.1,0,0,0,27.22,3.77,0.42,,Morning,Cloudy,Thursday
5286,2024-09-05,8:04,North Zone,New Customer,American,212,4.9,3.15,9.51,60,12.19,3.4,4.2,0,11.7,0,0,0.74,0.45,0,Morning,Clear,Thursday
5287,2024-09-08,13:27,North Zone,VIP Customer,American,161,4.4,75.96,6.62,41,8.86,2.7,4.2,0,0,75.96,0,7.87,0,0,Afternoon,Stormy,Sunday
5288,2024-09-24,16:29,North Zone,VIP Customer,Chinese,163,4.1,62.62,8.53,36,8.32,3.5,4.2,0,0,0,62.62,8.51,0,0,Afternoon,Clear,Tuesday
5289,2024-09-11,21:22,East Zone,Regular Customer,Indian,110,4.6,17.15,7.09,24,7.36,4.6,3.9,0,0,17.15,0,0.21,0,1.47,Night,Cloudy,Wednesday
5290,2024-09-05,16:17,East Zone,New Customer,Chinese,145,4.6,17.98,5.85,19,3.04,4.9,4,0,17.98,0,0,0.23,0,1.04,Afternoon,Stormy,Thursday
5291,2024-09-16,21:49,West Zone,New Customer,American,143,3.8,9.47,5.96,220,4.33,4.3,4.6,0,9.47,0,0,1.07,0,0,Night,Cloudy,Monday
5292,2024-09-23,20:30,East Zone,New Customer,Japanese,104,4.8,18.31,5.09,99999,5.08,4.1,4.9,0,0,18.31,0,1.19,1.57,0,Evening,Stormy,Monday
5293,2024-09-09,11:16,West Zone,Regular Customer,Fast Food,150,3.2,25.96,1.52,12,0.65,4.1,4.2,0,0,25.96,0,0.85,0,0,Morning,Rainy,Monday
5294,2024-09-01,10:03,South Zone,VIP Customer,Chinese,131,,45.68,8.77,61,11.58,3.5,3.9,45.68,0,0,0,3.2,2.92,0,Morning,Rainy,Sunday
5295,2024-09-30,16:49,West Zone,VIP Customer,Thai,166,4.9,40.25,2.28,14,1.4,4.3,4.2,0,40.25,0,0,2.97,2.46,0,Afternoon,Clear,Monday
5296,2024-09-16,11:09,West Zone,New Customer,Chinese,214,4.8,8.94,2.96,10,1.52,4.1,4.5,0,0,8.94,0,1.25,0.24,3.67,Morning,Clear,Monday
5297,2024-09-19,8:32,West Zone,Regular Customer,Japanese,204,4.1,15.12,9.36,,14.34,4,4,15.12,0,0,0,0.69,0,2.76,Morning,Rainy,Thursday
5298,2024-09-12,18:05,West Zone,Regular Customer,Fast Food,146,4,38.13,4.67,27,4.83,4.4,4.2,38.13,0,0,0,1.08,0,0,Evening,Stormy,Thursday
5299,2024-09-19,15:31,West Zone,New Customer,Mexican,228,3.4,9,3.08,8,1.31,,4.3,0,0,0,9,1.27,0.48,1.32,Afternoon,Clear,Thursday
5300,2024-09-03,9:47,South Zone,Regular Customer,Italian,221,,39.55,1.84,,2.39,4.1,4.4,39.55,0,0,0,4.96,0,0.9,Morning,Rainy,Tuesday
5301,2024-09-20,15:04,South Zone,Regular Customer,Thai,203,4.5,49.15,6.98,40,8.85,3.4,4,0,0,49.15,0,0.89,0,0,Afternoon,Clear,Friday
5302,2024-09-14,13:44,East Zone,VIP Customer,Indian,213,3,32.34,8.71,39,11.97,4,3.5,0,32.34,0,0,0.87,0,3.6,Afternoon,Clear,Saturday
